datetime_run,run_name,dataset_name,split,epoch,seed,decode_method_train,decode_method_eval,reward_fn,reward_clip_max,reward_clip_min,reward_base,reward_vm_multiplier,sts_threshold,contradiction_threshold,pp_letter_diff_threshold,pp_name,sts_name,nli_name,vm_name,orig_max_length,use_small_ds,batch_size_train,batch_size_eval,lr,acc_steps,label_flip-mean,label_flip-std,is_valid_pp-mean,is_valid_pp-std,is_adv_example-mean,is_adv_example-std,reward_pp-mean,reward_pp-std,vm_scores-mean,vm_scores-std,sts_scores-mean,sts_scores-std,pp_letter_diff-mean,pp_letter_diff-std,contradiction_scores-mean,contradiction_scores-std,acceptability_scores-mean,acceptability_scores-std,n_pp,any_adv_example_proportion,gen_params_train.do_sample,gen_params_train.temperature,gen_params_train.top_p,gen_params_eval.num_return_sequences,gen_params_eval.do_sample,gen_params_eval.num_beams,gen_params_eval.top_p,gen_params_eval.temperature,gen_params_eval.diversity_penalty,gen_params_eval.num_beam_groups
2022-06-08_101314,dummy-kYBrZsn7CxgZ2p6zygawVM,financial,valid,4,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.058823529411764705,0.23883257361061289,0.0,0.0,1.2306606068330652e-05,7.17592279732473e-05,7.347324315239402e-05,0.0005715467656584852,0.7771607374443728,0.09138309096707664,-0.14705882352941177,9.847726557945814,0.02367044295019963,0.0395103340510637,0.5132618248462677,0.23462120222053592,34.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_101314,dummy-kYBrZsn7CxgZ2p6zygawVM,financial,test,4,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.3333333333333333,0.47946330148538413,0.0,0.0,6.92605972290039e-05,0.00015541081274816118,2.8828779856363933e-05,3.127575585187736e-05,0.9310153762499491,0.03893453466602435,2.7,6.701260818064325,0.02970729850543042,0.01983904814923378,0.45075180133183795,0.07873314644136273,30.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,train,0,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.6107170140783585,0.20816583834423402,0.0,0.0,0.00173029213511691,0.008354711429664027,0.00014637290207717752,0.0006969962200571539,0.9494865304326362,0.035647924540208646,4.335501220690296,4.7290041818226145,0.03171579743973408,0.04066286338187602,0.6272906818266205,0.08827735493977383,17.285714285714285,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,valid,0,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-2.8915130175077e-05,1.3566806202534936e-05,0.7833112157308139,0.09572647816819545,0.5,8.891569040388767,0.018767688530855454,0.010166079125453403,0.44547318896422017,0.1926807112157704,26.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,test,0,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.30434782608695654,0.4704719688969647,0.0,0.0,3.116027168605638e-05,5.1208526446572453e-05,2.427982247394064e-05,3.099930002356742e-05,0.9343295952548152,0.043288188228996195,-0.8260869565217391,11.16264946520332,0.029453922387050545,0.02122047261076354,0.44333372038343677,0.07624494064105998,23.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,train,1,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0049261083743842365,0.02652790545386455,0.5941590429275159,0.20370548206223096,0.0,0.0,0.00022738791746655277,0.00023758652637347042,0.004943405178392924,0.026487955126771472,0.9490160261262862,0.04077455967574758,4.1465567069739775,5.439723504875387,0.03615653399972756,0.0378910003324598,0.6287582066919508,0.08404369357529749,16.571428571428573,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,valid,1,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.03571428571428571,0.1889822365046136,0.0,0.0,3.5762786865234375e-07,1.8923888047203474e-06,-2.5161675044468472e-05,1.4741106117664848e-05,0.7785216016428811,0.07928497917413274,-2.3214285714285716,10.815125113327685,0.025431860354728997,0.03467045182344342,0.46104466755475315,0.21888424320498015,28.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,train,2,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.005952380952380952,0.02916059217599021,0.5882622279681103,0.2338071835604114,0.0,0.0,0.00024138463260130338,0.00033655681447411116,0.00597362413093772,0.029179552983984856,0.9342760180952341,0.06468703954449875,5.486695960435456,5.852290259536354,0.044679441144827955,0.04147315270522249,0.6288591374578043,0.09607199949141139,17.428571428571427,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,valid,2,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.038461538461538464,0.19611613513818402,0.0,0.0,0.0,0.0,-2.9320900256817156e-05,1.2721132932049983e-05,0.7830720291687892,0.07792491188371577,-0.6153846153846154,10.068075975386451,0.017474788285863515,0.008497542417261274,0.526952920624843,0.256094550936731,26.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,train,3,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.5683073229291716,0.2452732579893143,0.0,0.0,0.00017506943172624276,0.00017838000852696728,2.0138726753442466e-05,3.124648891958123e-05,0.9434977036087263,0.043239473691211394,4.474049619847939,5.371484635950404,0.03614143016295327,0.033135964881562945,0.6371249204438154,0.08781245960770408,17.428571428571427,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,valid,3,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.041666666666666664,0.2041241452319315,0.0,0.0,0.0,0.0,-2.502650022506714e-05,1.5472821442993874e-05,0.8036242400606474,0.0958554621460179,-0.875,14.383905559007081,0.02102647173645285,0.01131445632960205,0.4309602001061042,0.21975462276271204,24.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,train,4,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.596468253968254,0.21234247253195962,0.0,0.0,0.00017433509105393868,0.00017697687947158767,1.9504817482692746e-05,2.6749352080255657e-05,0.9410174824301603,0.044762951291321317,4.663653127917834,5.468475352903325,0.04476804471891523,0.04428709040034804,0.636920980112288,0.09102275740467548,16.428571428571427,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,valid,4,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.058823529411764705,0.23883257361061289,0.0,0.0,1.2306606068330652e-05,7.17592279732473e-05,7.347324315239402e-05,0.0005715467656584852,0.7771607374443728,0.09138309096707664,-0.14705882352941177,9.847726557945814,0.02367044295019963,0.0395103340510637,0.5132618248462677,0.23462120222053592,34.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113026,curious-night-175,financial,test,4,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.3333333333333333,0.47946330148538413,0.0,0.0,6.92605972290039e-05,0.00015541081274816118,2.8828779856363933e-05,3.127575585187736e-05,0.9310153762499491,0.03893453466602435,2.7,6.701260818064325,0.02970729850543042,0.01983904814923378,0.45075180133183795,0.07873314644136273,30.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,train,0,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.025757575757575757,0.03642866769125585,0.843701809925072,0.15609234344800538,0.025757575757575757,0.03642866769125585,0.15504661739463155,0.153111244619041,0.02086165346124067,0.028402336043197432,0.9521255625367236,0.03749948880047274,3.626503464915324,5.382145433834994,0.025273411500496244,0.03719879817057647,0.7932220630519198,0.05899142690854863,17.863636363636363,0.09090909090909091,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,valid,0,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.06785714285714287,0.17032514437945923,0.7214285714285714,0.18340220481296654,0.05,0.10350983390135313,0.22401302967752731,0.4122687850822597,0.03541779691974322,0.16776801181342726,0.8984777965715953,0.0682334455642267,1.1958333333333333,7.496865424097843,0.03511973358468995,0.07679548548218669,0.7564780189167886,0.10158953955748362,19.75,0.25,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,test,0,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.0,0.0,0.7826086956521738,0.16232825118589134,0.0,0.0,0.00012930556771835843,0.000194472229821659,1.774661590895599e-05,1.5827735227430884e-05,0.9524398048526806,0.033887862877499175,1.0935587761674717,6.4096934606558875,0.015781007670525957,0.0075192524305388204,0.747335695548526,0.051923156793775266,17.0,0.0,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,train,1,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.026284348864994023,0.04636515999742588,0.8222684015977734,0.18481611798448128,0.0202020202020202,0.023956648940669543,0.12627034424406947,0.08813806206406609,0.020559016788187164,0.03650531282189504,0.9460391906332912,0.047404819698345604,2.66067404289915,5.663309905888695,0.042885392779590185,0.07793509604049596,0.7936243260036776,0.06455384970893328,17.0,0.045454545454545456,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,valid,1,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.08333333333333333,0.12198750911856665,0.7543669871794871,0.1901970446630548,0.08333333333333333,0.12198750911856665,0.33376787950595216,0.4883992034318401,0.04354611951857805,0.11451992830973047,0.9097423042361744,0.04339157047896595,1.1732371794871794,7.745575703203668,0.021298996483323535,0.045575406905665736,0.7587316306188512,0.11908211494818101,22.0,0.25,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,train,2,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.030136530136530136,0.04868530729723379,0.8417572216001844,0.17249322448150903,0.024891774891774895,0.033875643951396466,0.13277211361120084,0.14224187082620582,0.021392057485806984,0.039097998096676294,0.9499873306352573,0.04318224330818781,2.769335171742258,6.126659695906975,0.031715518816547016,0.05957968833544781,0.7972685066009785,0.06375762985359588,17.0,0.09090909090909091,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,valid,2,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.10795454545454546,0.2141967335861477,0.7304075235109718,0.17861349104313717,0.0625,0.11306675421666137,0.2651939771392129,0.44658967112497816,0.07262984268141515,0.20403160078337668,0.8966790633936779,0.07939200122696036,0.5510275165447579,7.8659242394195275,0.05938169092993712,0.10059958394663766,0.7722595518911866,0.08937788420059388,19.75,0.25,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,train,3,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.029926595143986445,0.04325233236086356,0.8258186420487289,0.1697715766871276,0.02795031055900621,0.03377440444917834,0.1706735105134508,0.12494964345563835,0.02358026416520348,0.03288721161729093,0.947459886550496,0.04432488088081466,3.0410837646556086,5.840592889034756,0.03100570773633439,0.05584772005323522,0.7950042889500026,0.05910257296942216,15.636363636363637,0.09090909090909091,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,valid,3,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.09895833333333333,0.18559149097933272,0.734375,0.06249999999999999,0.08333333333333333,0.12309149097933272,0.33361809612030074,0.4926241728698934,0.059322632064585726,0.17962677613939249,0.9019353435726174,0.05629628138256844,1.0777815934065935,8.888455808962554,0.03164243718098351,0.06895608227041301,0.7654411448199889,0.10437238001314579,20.5,0.25,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,train,4,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.032196969696969696,0.036358137308791165,0.8439185977421272,0.15300926896541778,0.028409090909090908,0.02352496225030753,0.19292148667052744,0.12437703126350552,0.02285486862992385,0.02712366277031767,0.9497741629210951,0.04201354619065209,3.4602158210179605,6.22771007493438,0.025951305784597964,0.05621095089436944,0.7865481493476615,0.06431744345099011,15.909090909090908,0.045454545454545456,True,1.1,0.95,48,True,1,0.95,0.8,,
2022-06-08_113327,clear-shape-176,financial,valid,4,421,sample,sample,reward_fn_contradiction_and_letter_diff,4,0,0,12,0.8,0.2,30,prithivida/parrot_paraphraser_on_T5,sentence-transformers/paraphrase-MiniLM-L12-v2,howey/electra-small-mnli,mrm8488/distilroberta-finetuned-financial-news-sentiment-analysis,32,True,16,32,4e-05,2,0.03359683794466403,0.1275064396587096,0.7381422924901185,0.12750643965870959,0.022727272727272728,0.07537783614444091,0.09132709054203778,0.3020113833867473,-0.0012778464319812323,0.1265601832136313,0.9124884186643857,0.050190432421410636,1.3977978543195937,7.81204380948669,0.025016971638732243,0.05422696605547609,0.7414899706895206,0.13420871819189728,18.25,0.25,True,1.1,0.95,48,True,1,0.95,0.8,,
